activity_id,account_id,activity_date,activity_type,performed_by,source_system,outcome_code,next_follow_up_date,minutes_spent,duplicate_check_flag
ACT-00258,ACC-10092,2026-01-22,escalation,agent_39,phone,no_reply,2026-01-24,11,N
ACT-00259,ACC-10092,2026-01-28,manual_plan_note,agent_53,phone,no_reply,2026-01-30,9,N
ACT-00260,ACC-10092,2026-02-01,sms_reminder,agent_06,legacy_db,no_reply,2026-02-02,4,N
ACT-00261,ACC-10092,2026-01-26,sms_reminder,agent_23,spreadsheet,no_reply,2026-01-26,2,N
ACT-00262,ACC-10092,2026-01-22,email_sent,agent_33,legacy_db,left_message,2026-01-24,5,N
ACT-00263,ACC-10093,2026-01-23,status_check,agent_05,legacy_db,left_message,2026-01-25,4,N
ACT-00264,ACC-10093,2026-01-10,email_sent,agent_43,legacy_db,next_action_unclear,,6,N
ACT-00265,ACC-10093,2026-01-06,sms_reminder,agent_36,spreadsheet,sent_to_specialist,,2,N
ACT-00266,ACC-10093,14/01/2026,sms_reminder,agent_24,spreadsheet,left_message,2026-01-16,2,N
ACT-00267,ACC-10093,2026-01-21,call_attempt,agent_47,phone,no_reply,2026-01-22,8,N
ACT-00268,ACC-10094,2026-01-13,status_check,agent_22,spreadsheet,next_action_unclear,2026-01-15,3,N
ACT-00269,ACC-10095,2026-02-09,spreadsheet_reconcile,agent_40,spreadsheet,no_reply,2026-02-10,12,N
ACT-00270,ACC-10095,03/02/2026,status_check,agent_10,spreadsheet,sent_to_specialist,2026-02-07,6,N
ACT-00271,ACC-10095,06/02/2026,status_check,agent_37,spreadsheet,viewed_status,2026-02-11,3,Y
ACT-00272,ACC-10095,2026-02-01,sms_reminder,agent_49,legacy_db,awaiting_review,2026-02-02,3,N
ACT-00273,ACC-10095,2026-02-01,status_check,agent_24,spreadsheet,next_action_unclear,2026-02-01,6,Y
ACT-00274,ACC-10096,2026-02-13,status_check,agent_44,legacy_db,updated_row,2026-02-15,5,Y
ACT-00275,ACC-10096,2026-01-30,email_sent,agent_58,email,next_action_unclear,2026-01-30,4,N
ACT-00276,ACC-10096,30/01/2026,escalation,agent_07,spreadsheet,awaiting_review,,6,N
ACT-00277,ACC-10097,28/01/2026,call_attempt,agent_32,email,no_reply,2026-01-29,14,N
ACT-00278,ACC-10097,05/02/2026,email_sent,agent_38,legacy_db,no_reply,2026-02-06,5,N
ACT-00279,ACC-10097,04/02/2026,escalation,agent_10,phone,next_action_unclear,2026-02-09,11,N
ACT-00280,ACC-10097,2026-02-04,call_attempt,agent_19,phone,updated_row,2026-02-11,13,N
ACT-00281,ACC-10097,2026-02-12,spreadsheet_reconcile,agent_06,spreadsheet,awaiting_review,2026-02-14,8,N
ACT-00282,ACC-10098,24/01/2026,sms_reminder,agent_47,email,viewed_status,2026-01-28,3,N
ACT-00283,ACC-10098,12/01/2026,spreadsheet_reconcile,agent_08,email,left_message,2026-01-16,7,N
ACT-00284,ACC-10099,2026-01-29,escalation,agent_36,phone,awaiting_review,2026-02-03,8,N
ACT-00285,ACC-10099,2026-02-03,escalation,agent_13,email,awaiting_review,,10,N
ACT-00286,ACC-10099,2026-01-31,spreadsheet_reconcile,agent_13,spreadsheet,sent_to_specialist,2026-02-01,9,Y
ACT-00287,ACC-10099,2026-02-08,manual_plan_note,agent_55,email,left_message,2026-02-08,9,N
ACT-00288,ACC-10099,2026-01-26,sms_reminder,agent_38,spreadsheet,promise_to_pay,,3,N
ACT-00289,ACC-10100,2026-01-16,email_sent,agent_04,email,promise_to_pay,2026-01-23,5,N
ACT-00290,ACC-10100,2026-01-08,status_check,agent_50,spreadsheet,awaiting_review,2026-01-14,6,Y
ACT-00291,ACC-10100,2026-01-13,escalation,agent_15,legacy_db,promise_to_pay,,6,N
ACT-00292,ACC-10101,2026-02-23,status_check,agent_26,email,sent_to_specialist,2026-02-27,6,Y
ACT-00293,ACC-10101,14/02/2026,manual_plan_note,agent_14,phone,viewed_status,,7,N
ACT-00294,ACC-10102,2026-01-29,email_sent,agent_36,phone,next_action_unclear,,7,N
ACT-00295,ACC-10102,27/01/2026,escalation,agent_50,phone,viewed_status,2026-01-29,11,N
ACT-00296,ACC-10102,2026-01-17,manual_plan_note,agent_06,spreadsheet,viewed_status,2026-01-22,7,N
ACT-00297,ACC-10102,2026-01-18,manual_plan_note,agent_30,email,next_action_unclear,,9,N
ACT-00298,ACC-10103,2026-02-26,sms_reminder,agent_49,legacy_db,updated_row,2026-02-28,3,N
ACT-00299,ACC-10103,2026-02-23,status_check,agent_32,phone,updated_row,,3,Y
ACT-00300,ACC-10103,2026-03-01,call_attempt,agent_25,email,awaiting_review,,11,N
ACT-00301,ACC-10103,13/02/2026,escalation,agent_35,spreadsheet,updated_row,2026-02-15,7,N
ACT-00302,ACC-10104,2026-02-15,sms_reminder,agent_12,legacy_db,updated_row,2026-02-15,3,N
ACT-00303,ACC-10104,2026-02-25,sms_reminder,agent_46,email,sent_to_specialist,2026-02-28,2,N
ACT-00304,ACC-10104,2026-02-22,escalation,agent_03,spreadsheet,left_message,2026-02-23,8,N
ACT-00305,ACC-10104,2026-02-07,status_check,agent_25,spreadsheet,updated_row,2026-02-08,3,Y
ACT-00306,ACC-10104,2026-02-17,sms_reminder,agent_52,spreadsheet,viewed_status,2026-02-20,4,N
ACT-00307,ACC-10105,2026-02-01,sms_reminder,agent_26,legacy_db,next_action_unclear,2026-02-05,2,N
ACT-00308,ACC-10105,2026-02-04,email_sent,agent_56,phone,updated_row,2026-02-07,7,N
ACT-00309,ACC-10105,2026-02-16,sms_reminder,agent_12,spreadsheet,updated_row,2026-02-19,3,N
ACT-00310,ACC-10105,2026-02-09,sms_reminder,agent_29,phone,next_action_unclear,2026-02-12,2,N
ACT-00311,ACC-10105,2026-02-21,status_check,agent_28,spreadsheet,no_reply,2026-02-24,3,Y
ACT-00312,ACC-10106,2026-01-10,manual_plan_note,agent_13,spreadsheet,awaiting_review,,8,N
ACT-00313,ACC-10106,2026-01-23,sms_reminder,agent_18,email,awaiting_review,2026-01-23,4,N
ACT-00314,ACC-10106,2026-01-25,email_sent,agent_27,phone,promise_to_pay,2026-02-01,4,N
ACT-00315,ACC-10106,2026-01-11,sms_reminder,agent_36,phone,promise_to_pay,2026-01-14,4,N
ACT-00316,ACC-10106,2026-01-25,sms_reminder,agent_07,spreadsheet,no_reply,,4,N
ACT-00317,ACC-10107,2026-02-06,escalation,agent_08,spreadsheet,awaiting_review,2026-02-08,7,N
ACT-00318,ACC-10107,2026-02-09,email_sent,agent_36,legacy_db,left_message,2026-02-10,4,N
ACT-00319,ACC-10107,16/02/2026,call_attempt,agent_57,spreadsheet,awaiting_review,2026-02-18,13,N
ACT-00320,ACC-10107,2026-02-11,call_attempt,agent_41,email,updated_row,2026-02-17,13,N
ACT-00321,ACC-10108,2026-03-05,manual_plan_note,agent_10,legacy_db,promise_to_pay,2026-03-07,9,N
ACT-00322,ACC-10109,17/02/2026,email_sent,agent_32,email,no_reply,2026-02-18,4,N
ACT-00323,ACC-10109,19/02/2026,status_check,agent_31,spreadsheet,promise_to_pay,2026-02-26,4,N
ACT-00324,ACC-10110,2026-02-26,sms_reminder,agent_28,spreadsheet,no_reply,2026-02-26,3,N
ACT-00325,ACC-10110,2026-02-06,sms_reminder,agent_10,legacy_db,no_reply,2026-02-12,3,N
ACT-00326,ACC-10110,2026-02-11,status_check,agent_47,phone,viewed_status,,3,Y
ACT-00327,ACC-10110,2026-02-18,spreadsheet_reconcile,agent_11,legacy_db,next_action_unclear,,12,Y
ACT-00328,ACC-10110,2026-02-22,call_attempt,agent_37,legacy_db,left_message,2026-03-01,12,N
ACT-00329,ACC-10111,2026-01-18,spreadsheet_reconcile,agent_14,legacy_db,left_message,2026-01-24,6,Y
ACT-00330,ACC-10111,2026-01-13,call_attempt,agent_39,spreadsheet,no_reply,2026-01-20,12,N
ACT-00331,ACC-10112,2026-01-20,call_attempt,agent_07,phone,updated_row,,11,N
ACT-00332,ACC-10112,2026-01-20,status_check,agent_28,legacy_db,awaiting_review,2026-01-20,5,Y
ACT-00333,ACC-10113,2026-02-10,email_sent,agent_53,legacy_db,viewed_status,2026-02-13,7,N
ACT-00334,ACC-10113,2026-02-13,escalation,agent_43,phone,promise_to_pay,2026-02-13,6,N
ACT-00335,ACC-10113,08/02/2026,escalation,agent_48,legacy_db,promise_to_pay,2026-02-14,7,N
ACT-00336,ACC-10113,2026-01-30,sms_reminder,agent_16,email,no_reply,2026-02-04,2,N
ACT-00337,ACC-10113,2026-01-31,email_sent,agent_02,email,next_action_unclear,,4,N
ACT-00338,ACC-10114,26/01/2026,manual_plan_note,agent_21,legacy_db,sent_to_specialist,2026-01-31,9,N
ACT-00339,ACC-10114,2026-01-20,email_sent,agent_51,email,next_action_unclear,2026-01-27,7,N
ACT-00340,ACC-10114,2026-01-14,status_check,agent_33,phone,awaiting_review,2026-01-19,4,Y
ACT-00341,ACC-10115,2026-01-09,spreadsheet_reconcile,agent_09,phone,awaiting_review,2026-01-09,7,Y
ACT-00342,ACC-10116,2026-02-11,spreadsheet_reconcile,agent_02,spreadsheet,no_reply,2026-02-18,8,N
ACT-00343,ACC-10117,2026-02-02,spreadsheet_reconcile,agent_52,phone,no_reply,2026-02-08,7,N
ACT-00344,ACC-10117,13/02/2026,email_sent,agent_07,spreadsheet,viewed_status,2026-02-15,5,N
ACT-00345,ACC-10117,01/02/2026,call_attempt,agent_50,legacy_db,sent_to_specialist,,14,N
ACT-00346,ACC-10117,07/02/2026,escalation,agent_16,email,updated_row,2026-02-08,9,N
ACT-00347,ACC-10117,2026-02-10,sms_reminder,agent_18,legacy_db,updated_row,2026-02-10,4,N
ACT-00348,ACC-10118,2026-03-02,email_sent,agent_55,email,updated_row,,4,N
ACT-00349,ACC-10118,2026-02-28,status_check,agent_39,spreadsheet,sent_to_specialist,2026-02-28,5,Y
ACT-00350,ACC-10119,2026-01-13,email_sent,agent_12,spreadsheet,updated_row,,6,N
ACT-00351,ACC-10119,2026-01-05,email_sent,agent_27,spreadsheet,viewed_status,,7,N
ACT-00352,ACC-10119,2026-01-18,call_attempt,agent_04,spreadsheet,updated_row,2026-01-22,8,N
ACT-00353,ACC-10119,2026-01-12,manual_plan_note,agent_56,phone,no_reply,2026-01-15,5,N
ACT-00354,ACC-10119,2026-01-16,sms_reminder,agent_54,spreadsheet,sent_to_specialist,2026-01-20,4,N
ACT-00355,ACC-10120,2026-01-17,status_check,agent_06,spreadsheet,viewed_status,2026-01-19,5,Y
ACT-00356,ACC-10121,2026-01-12,escalation,agent_43,spreadsheet,awaiting_review,2026-01-12,10,N
ACT-00357,ACC-10121,2026-01-06,call_attempt,agent_08,email,sent_to_specialist,2026-01-07,11,N
ACT-00358,ACC-10121,2026-01-23,manual_plan_note,agent_48,legacy_db,awaiting_review,2026-01-27,10,N
ACT-00359,ACC-10121,2026-01-05,sms_reminder,agent_21,email,no_reply,,4,N
ACT-00360,ACC-10122,31/01/2026,call_attempt,agent_14,legacy_db,no_reply,2026-02-06,10,N
ACT-00361,ACC-10122,2026-02-06,email_sent,agent_47,legacy_db,left_message,2026-02-08,4,N
ACT-00362,ACC-10122,26/01/2026,escalation,agent_48,spreadsheet,updated_row,2026-01-30,6,N
ACT-00363,ACC-10122,04/02/2026,escalation,agent_41,spreadsheet,no_reply,2026-02-04,11,N
ACT-00364,ACC-10123,24/01/2026,manual_plan_note,agent_50,email,viewed_status,2026-01-28,5,N
ACT-00365,ACC-10123,27/01/2026,escalation,agent_55,legacy_db,next_action_unclear,2026-01-30,7,N
ACT-00366,ACC-10124,2026-01-10,status_check,agent_12,email,awaiting_review,2026-01-13,5,Y
ACT-00367,ACC-10124,2026-01-08,call_attempt,agent_18,phone,sent_to_specialist,2026-01-13,14,N
ACT-00368,ACC-10124,2026-01-19,manual_plan_note,agent_26,email,sent_to_specialist,,10,N
ACT-00369,ACC-10124,2026-01-19,call_attempt,agent_02,phone,viewed_status,2026-01-19,10,N
ACT-00370,ACC-10124,2026-01-11,call_attempt,agent_12,spreadsheet,next_action_unclear,2026-01-17,12,N
ACT-00371,ACC-10125,2026-01-21,escalation,agent_31,email,updated_row,,8,N
ACT-00372,ACC-10125,2026-01-17,call_attempt,agent_43,spreadsheet,next_action_unclear,,14,N
ACT-00373,ACC-10125,03/02/2026,spreadsheet_reconcile,agent_04,phone,awaiting_review,2026-02-09,11,N
ACT-00374,ACC-10126,2026-02-20,manual_plan_note,agent_52,email,no_reply,2026-02-24,8,N
ACT-00375,ACC-10126,2026-03-01,sms_reminder,agent_54,legacy_db,promise_to_pay,2026-03-02,3,N
ACT-00376,ACC-10126,2026-02-20,sms_reminder,agent_31,email,sent_to_specialist,,3,N
ACT-00377,ACC-10126,2026-02-23,spreadsheet_reconcile,agent_30,spreadsheet,viewed_status,2026-02-27,8,N
ACT-00378,ACC-10127,2026-02-27,manual_plan_note,agent_41,spreadsheet,no_reply,2026-03-05,5,N
ACT-00379,ACC-10128,2026-02-18,sms_reminder,agent_34,email,left_message,2026-02-24,3,N
ACT-00380,ACC-10129,2026-01-20,call_attempt,agent_20,phone,left_message,2026-01-24,13,N
ACT-00381,ACC-10129,2026-01-15,status_check,agent_38,phone,updated_row,2026-01-16,3,Y
ACT-00382,ACC-10129,2026-01-25,spreadsheet_reconcile,agent_26,phone,viewed_status,2026-01-30,11,Y
ACT-00383,ACC-10129,2026-01-11,sms_reminder,agent_13,phone,no_reply,2026-01-11,3,N
ACT-00384,ACC-10129,2026-01-24,call_attempt,agent_31,phone,left_message,2026-01-30,11,N
ACT-00385,ACC-10130,2026-02-17,sms_reminder,agent_02,spreadsheet,viewed_status,2026-02-23,2,N
ACT-00386,ACC-10130,2026-02-22,status_check,agent_33,legacy_db,viewed_status,2026-02-27,6,Y
ACT-00387,ACC-10130,06/03/2026,email_sent,agent_30,spreadsheet,promise_to_pay,2026-03-06,4,N
ACT-00388,ACC-10130,2026-03-06,spreadsheet_reconcile,agent_07,spreadsheet,sent_to_specialist,2026-03-06,8,Y
ACT-00389,ACC-10130,2026-03-02,manual_plan_note,agent_04,phone,sent_to_specialist,2026-03-02,8,N
ACT-00390,ACC-10131,2026-02-22,spreadsheet_reconcile,agent_52,legacy_db,viewed_status,2026-02-23,9,Y
ACT-00391,ACC-10131,2026-02-14,spreadsheet_reconcile,agent_44,email,awaiting_review,2026-02-17,11,Y
ACT-00392,ACC-10131,2026-02-07,call_attempt,agent_46,legacy_db,updated_row,2026-02-11,13,N
ACT-00393,ACC-10132,2026-02-12,escalation,agent_38,email,sent_to_specialist,2026-02-17,8,N
ACT-00394,ACC-10133,2026-02-24,call_attempt,agent_44,spreadsheet,updated_row,,10,N
ACT-00395,ACC-10134,2026-02-02,email_sent,agent_42,spreadsheet,updated_row,2026-02-02,5,N
ACT-00396,ACC-10135,2026-02-01,spreadsheet_reconcile,agent_50,spreadsheet,no_reply,,10,N
ACT-00397,ACC-10136,2026-01-29,spreadsheet_reconcile,agent_31,spreadsheet,promise_to_pay,2026-02-01,6,Y
ACT-00398,ACC-10136,2026-01-12,status_check,agent_17,spreadsheet,viewed_status,2026-01-18,4,Y
ACT-00399,ACC-10136,2026-01-27,status_check,agent_26,phone,viewed_status,2026-02-03,6,N
ACT-00400,ACC-10136,2026-01-17,manual_plan_note,agent_35,legacy_db,left_message,2026-01-24,8,N
ACT-00401,ACC-10136,2026-01-21,status_check,agent_39,spreadsheet,left_message,2026-01-24,3,Y
ACT-00402,ACC-10137,2026-02-01,email_sent,agent_06,legacy_db,sent_to_specialist,2026-02-07,4,N
ACT-00403,ACC-10137,2026-01-19,manual_plan_note,agent_26,legacy_db,next_action_unclear,2026-01-21,6,N
ACT-00404,ACC-10137,2026-02-01,escalation,agent_23,email,promise_to_pay,,8,N
ACT-00405,ACC-10138,2026-02-02,call_attempt,agent_16,phone,awaiting_review,2026-02-09,12,N
ACT-00406,ACC-10138,2026-01-19,manual_plan_note,agent_24,email,promise_to_pay,,10,N
ACT-00407,ACC-10139,04/01/2026,escalation,agent_30,legacy_db,updated_row,2026-01-07,8,N
ACT-00408,ACC-10139,2026-01-10,escalation,agent_35,email,awaiting_review,2026-01-17,11,N
ACT-00409,ACC-10139,2026-01-10,email_sent,agent_25,phone,left_message,2026-01-15,6,N
ACT-00410,ACC-10139,2026-01-05,spreadsheet_reconcile,agent_29,legacy_db,no_reply,2026-01-10,9,Y
ACT-00411,ACC-10140,2026-01-11,sms_reminder,agent_29,phone,viewed_status,2026-01-18,2,N
ACT-00412,ACC-10140,2026-01-07,spreadsheet_reconcile,agent_45,spreadsheet,no_reply,,10,Y
ACT-00413,ACC-10140,22/01/2026,status_check,agent_17,email,promise_to_pay,,4,Y
ACT-00414,ACC-10140,2026-01-06,call_attempt,agent_25,spreadsheet,no_reply,2026-01-11,8,N
ACT-00415,ACC-10141,2026-02-01,call_attempt,agent_05,legacy_db,left_message,2026-02-02,9,N
ACT-00416,ACC-10142,2026-01-19,sms_reminder,agent_50,spreadsheet,updated_row,2026-01-26,2,N
ACT-00417,ACC-10142,2026-01-25,escalation,agent_12,phone,viewed_status,2026-01-25,10,N
ACT-00418,ACC-10142,2026-01-28,manual_plan_note,agent_19,legacy_db,no_reply,2026-01-31,7,N
ACT-00419,ACC-10143,2026-02-09,escalation,agent_19,phone,awaiting_review,2026-02-12,10,N
ACT-00420,ACC-10143,10/02/2026,call_attempt,agent_31,spreadsheet,viewed_status,,11,N
ACT-00421,ACC-10144,2026-01-26,call_attempt,agent_13,spreadsheet,left_message,2026-01-31,9,N
ACT-00422,ACC-10144,2026-01-20,status_check,agent_03,email,updated_row,2026-01-27,4,Y
ACT-00423,ACC-10145,05/03/2026,spreadsheet_reconcile,agent_36,email,no_reply,2026-03-06,8,Y
ACT-00424,ACC-10145,03/03/2026,email_sent,agent_08,phone,promise_to_pay,2026-03-08,6,N
ACT-00425,ACC-10145,2026-03-05,escalation,agent_39,legacy_db,next_action_unclear,2026-03-12,11,N
ACT-00426,ACC-10145,2026-02-22,call_attempt,agent_41,spreadsheet,no_reply,2026-02-24,10,N
ACT-00427,ACC-10145,2026-03-03,email_sent,agent_30,legacy_db,sent_to_specialist,2026-03-04,6,N
ACT-00428,ACC-10146,28/01/2026,escalation,agent_27,legacy_db,left_message,,7,N
ACT-00429,ACC-10146,2026-01-30,sms_reminder,agent_52,legacy_db,left_message,2026-02-04,3,N
ACT-00430,ACC-10146,2026-01-24,spreadsheet_reconcile,agent_49,spreadsheet,left_message,2026-01-25,12,Y
ACT-00431,ACC-10147,2026-02-11,spreadsheet_reconcile,agent_45,legacy_db,awaiting_review,2026-02-16,10,Y
ACT-00432,ACC-10147,2026-02-01,call_attempt,agent_13,phone,promise_to_pay,2026-02-07,14,N
ACT-00433,ACC-10147,2026-02-18,escalation,agent_58,spreadsheet,awaiting_review,2026-02-23,6,N
ACT-00434,ACC-10147,2026-02-18,email_sent,agent_16,email,sent_to_specialist,,7,N
ACT-00435,ACC-10147,2026-02-08,call_attempt,agent_32,spreadsheet,updated_row,2026-02-10,13,N
ACT-00436,ACC-10148,2026-01-24,spreadsheet_reconcile,agent_11,phone,updated_row,2026-01-29,8,Y
ACT-00437,ACC-10148,2026-01-05,escalation,agent_24,email,viewed_status,2026-01-07,8,N
ACT-00438,ACC-10148,2026-01-24,email_sent,agent_26,email,sent_to_specialist,2026-01-29,6,N
ACT-00439,ACC-10149,2026-01-23,spreadsheet_reconcile,agent_05,phone,awaiting_review,2026-01-23,11,Y
ACT-00440,ACC-10149,2026-01-23,email_sent,agent_26,spreadsheet,next_action_unclear,2026-01-23,4,N
ACT-00441,ACC-10149,2026-01-17,sms_reminder,agent_44,email,no_reply,2026-01-21,2,N
ACT-00442,ACC-10149,2026-01-28,status_check,agent_44,email,sent_to_specialist,2026-01-30,6,N
ACT-00443,ACC-10150,2026-02-02,sms_reminder,agent_44,email,sent_to_specialist,,2,N
ACT-00444,ACC-10151,2026-02-22,escalation,agent_26,spreadsheet,awaiting_review,2026-02-23,10,N
ACT-00445,ACC-10152,2026-01-20,manual_plan_note,agent_38,phone,no_reply,,7,N
ACT-00446,ACC-10152,2026-01-24,spreadsheet_reconcile,agent_30,phone,next_action_unclear,2026-01-24,7,Y
ACT-00447,ACC-10153,2026-01-31,status_check,agent_12,phone,updated_row,2026-02-01,3,Y
ACT-00448,ACC-10154,06/01/2026,email_sent,agent_32,spreadsheet,promise_to_pay,,4,N
ACT-00449,ACC-10154,2026-01-07,manual_plan_note,agent_01,legacy_db,no_reply,2026-01-11,9,N
ACT-00450,ACC-10154,2026-01-24,manual_plan_note,agent_02,legacy_db,promise_to_pay,,5,N
ACT-00451,ACC-10154,2026-01-18,status_check,agent_12,legacy_db,sent_to_specialist,2026-01-24,6,N
ACT-00452,ACC-10155,2026-01-22,escalation,agent_53,email,left_message,2026-01-23,10,N
ACT-00453,ACC-10155,2026-01-07,email_sent,agent_46,phone,next_action_unclear,2026-01-10,4,N
ACT-00454,ACC-10155,2026-01-11,manual_plan_note,agent_23,phone,no_reply,,6,N
ACT-00455,ACC-10155,2026-01-08,spreadsheet_reconcile,agent_16,phone,awaiting_review,,7,N
ACT-00456,ACC-10155,2026-01-13,status_check,agent_41,phone,updated_row,2026-01-15,3,Y
ACT-00457,ACC-10156,2026-02-28,manual_plan_note,agent_53,legacy_db,promise_to_pay,2026-03-05,8,N
ACT-00458,ACC-10156,2026-02-20,status_check,agent_45,phone,promise_to_pay,2026-02-25,4,Y
ACT-00459,ACC-10156,2026-03-02,email_sent,agent_54,email,awaiting_review,2026-03-09,4,N
ACT-00460,ACC-10156,2026-02-24,email_sent,agent_53,email,next_action_unclear,2026-03-02,5,N
ACT-00461,ACC-10156,25/02/2026,email_sent,agent_51,legacy_db,updated_row,2026-03-04,5,N
ACT-00462,ACC-10157,25/01/2026,escalation,agent_56,email,promise_to_pay,2026-02-01,10,N
ACT-00463,ACC-10157,12/01/2026,escalation,agent_39,phone,viewed_status,2026-01-14,6,N
ACT-00464,ACC-10158,2026-01-30,email_sent,agent_52,phone,left_message,,6,N
ACT-00465,ACC-10159,2026-01-13,manual_plan_note,agent_12,email,sent_to_specialist,2026-01-13,6,N
ACT-00466,ACC-10159,2026-01-08,manual_plan_note,agent_37,email,no_reply,2026-01-11,6,N
ACT-00467,ACC-10159,2026-01-21,manual_plan_note,agent_48,email,viewed_status,2026-01-26,8,N
ACT-00468,ACC-10159,2026-01-20,sms_reminder,agent_27,phone,left_message,2026-01-26,2,N
ACT-00469,ACC-10160,2026-01-04,escalation,agent_55,phone,updated_row,2026-01-07,9,N
ACT-00470,ACC-10160,13/01/2026,call_attempt,agent_23,legacy_db,left_message,,10,N
ACT-00471,ACC-10160,2026-01-06,status_check,agent_24,spreadsheet,next_action_unclear,2026-01-11,6,Y
ACT-00472,ACC-10161,2026-02-07,sms_reminder,agent_40,legacy_db,updated_row,2026-02-13,3,N
ACT-00473,ACC-10161,2026-01-28,sms_reminder,agent_19,spreadsheet,viewed_status,,4,N
ACT-00474,ACC-10161,2026-01-20,spreadsheet_reconcile,agent_23,email,updated_row,2026-01-20,6,Y
ACT-00475,ACC-10161,2026-02-07,email_sent,agent_46,spreadsheet,sent_to_specialist,2026-02-08,5,N
ACT-00476,ACC-10161,2026-01-20,status_check,agent_40,phone,promise_to_pay,2026-01-21,4,N
ACT-00477,ACC-10162,15/01/2026,status_check,agent_23,legacy_db,no_reply,2026-01-20,5,Y
ACT-00478,ACC-10162,2026-01-20,status_check,agent_17,email,next_action_unclear,2026-01-24,4,N
ACT-00479,ACC-10162,2026-01-19,sms_reminder,agent_33,spreadsheet,updated_row,2026-01-21,4,N
ACT-00480,ACC-10162,02/02/2026,sms_reminder,agent_52,spreadsheet,no_reply,2026-02-07,4,N
ACT-00481,ACC-10163,2026-02-20,spreadsheet_reconcile,agent_30,spreadsheet,left_message,2026-02-22,11,N
ACT-00482,ACC-10163,2026-02-24,sms_reminder,agent_55,legacy_db,awaiting_review,2026-02-24,4,N
ACT-00483,ACC-10163,17/02/2026,escalation,agent_43,phone,viewed_status,2026-02-22,8,N
ACT-00484,ACC-10163,2026-02-27,call_attempt,agent_53,phone,left_message,2026-03-03,12,N
ACT-00485,ACC-10163,14/02/2026,status_check,agent_37,legacy_db,left_message,2026-02-18,4,N
ACT-00486,ACC-10164,2026-02-14,sms_reminder,agent_24,legacy_db,no_reply,2026-02-18,4,N
ACT-00487,ACC-10165,2026-01-04,manual_plan_note,agent_36,email,awaiting_review,2026-01-10,8,N
ACT-00488,ACC-10165,2026-01-17,status_check,agent_50,phone,viewed_status,2026-01-22,6,Y
ACT-00489,ACC-10166,2026-02-03,status_check,agent_14,spreadsheet,no_reply,2026-02-08,5,Y
